SampleNumber,Bacterivores,Fungivores,Herbivores,Omnivores,Predators,Unidentified,Total_Number,Latitude,Longitude
274,2161.46789,209.1743119,1812.844037,174.3119266,69.72477064,801.8348624,5229.357798,52.07606898,5.438259482
275,1400.655242,118.6995968,1851.71371,94.95967742,94.95967742,237.3991935,3798.387097,52.27826638,6.243909546
276,1711.609977,0,254.9206349,36.41723356,36.41723356,3423.219955,5462.585034,53.10929131,6.349353908
277,1053.828804,63.86841237,361.9210034,31.93420618,10.64473539,63.86841237,1586.065574,52.90841507,6.525705169
278,3143.013095,0,433.5190476,0,0,1842.455952,5418.988095,52.87032982,6.758027711
279,1102.150538,40.32258065,309.1397849,13.44086022,40.32258065,510.7526882,2016.129032,52.72432631,6.635439965
280,1560.92437,104.0616246,1019.803922,0,0,437.0588235,3121.848739,52.825559,6.962080871
281,2383.222222,53.55555556,374.8888889,133.8888889,0,1071.111111,4016.666667,52.98894165,7.010510616
282,5518.545455,98.54545455,394.1818182,49.27272727,344.9090909,985.4545455,7390.909091,52.96309816,7.019216198
283,3230.051282,167.7948718,2433.025641,209.7435897,41.94871795,209.7435897,6292.307692,51.90877325,4.896007356
284,6434.366197,158.8732394,3892.394366,794.3661972,79.43661972,556.056338,11915.49296,52.13528537,4.71532017
285,3300,557.1428571,1671.428571,128.5714286,85.71428571,685.7142857,6428.571429,52.06208928,4.811205854
286,3439.179487,165.7435897,2113.230769,207.1794872,82.87179487,207.1794872,6215.384615,52.05894099,4.72521546
287,596.2591625,28.39329345,738.2256298,70.98323363,85.17988036,511.0792822,2030.120482,52.87638281,5.721407449
288,1112.887356,105.989272,671.2653895,70.65951469,17.66487867,671.2653895,2649.731801,52.95460395,5.707127427
289,1783.681214,249.71537,2782.542694,0,107.0208729,606.4516129,5529.411765,53.13561828,5.962481305
290,1407.058824,224.3137255,897.254902,224.3137255,61.17647059,244.7058824,3058.823529,53.03695028,5.92390364
291,2934.830918,260.0483092,1671.73913,74.29951691,148.5990338,482.9468599,5572.463768,51.99225504,4.870341896
292,2694.305556,661.7592593,2647.037037,519.9537037,94.53703704,472.6851852,7090.277778,52.32648499,5.096761586
293,1855.2,103.0666667,824.5333333,20.61333333,164.9066667,123.68,3092,53.13387314,6.583792788
294,1820.246914,19.16049383,536.4938272,95.80246914,95.80246914,306.5679012,2874.074074,52.41837999,6.2344753
295,1804.17284,0,648.691358,81.08641975,101.3580247,405.4320988,3040.740741,51.69739579,5.850218072
296,1653.435115,55.11450382,551.1450382,220.4580153,110.2290076,1543.206107,4133.587786,51.54282746,5.850731474
297,1717.557252,68.70229008,1351.145038,22.90076336,45.80152672,229.0076336,3435.114504,52.21957734,5.669042338
298,692.2921711,37.93381759,445.7223567,28.4503632,151.7352704,37.93381759,1394.067797,51.71593691,5.774536669
299,3028.461538,65.12820513,1074.615385,32.56410256,65.12820513,618.7179487,4884.615385,52.94773609,6.798668881
300,1336.544118,32.20588235,837.3529412,16.10294118,48.30882353,144.9264706,2415.441176,52.85697915,6.717603044
301,598.6206897,8.551724138,538.7586207,17.10344828,68.4137931,51.31034483,1282.758621,52.01986809,6.19855002
302,1403.495935,23.00813008,1196.422764,115.0406504,92.03252033,621.2195122,3451.219512,52.24398653,6.238158709
303,1661.921296,20.02314815,720.8333333,40.0462963,80.09259259,360.4166667,2883.333333,52.30962284,6.134402371
304,6751.724138,450.1149425,8327.126437,900.2298851,337.5862069,112.5287356,16879.31034,51.91638666,4.924114949
305,2597.777778,820.3508772,5400.643275,546.9005848,273.4502924,615.2631579,10254.38596,52.57437968,5.008303271
306,3897.61194,59.05472637,4310.995025,177.1641791,295.2736318,118.1094527,8858.208955,51.87734702,4.797408481
307,6232.075472,692.4528302,9117.295597,346.2264151,461.6352201,461.6352201,17311.32075,52.44062414,5.001577946
308,2930.229885,276.4367816,4588.850575,221.1494253,165.862069,110.5747126,8293.103448,52.39825664,5.017038573
309,5720,366.6666667,4106.666667,293.3333333,366.6666667,146.6666667,11000,52.44284669,4.794569247
310,3803.571429,532.5,6085.714286,456.4285714,304.2857143,228.2142857,11410.71429,53.10726569,5.832881484
311,2190.273224,178.7978142,3710.054645,268.1967213,357.5956284,0,6704.918033,52.10011807,4.864140476
312,7684.351852,415.3703704,6542.083333,311.5277778,415.3703704,207.6851852,15576.38889,51.88953533,4.883337334
313,2959.227053,95.4589372,3531.980676,190.9178744,381.8357488,0,7159.42029,52.02624158,4.396529174
314,102.8846154,17.1474359,217.2008547,5.715811966,22.86324786,5.715811966,371.5277778,53.28889642,6.277800647
315,1132.172285,105.3183521,434.4382022,13.16479401,26.32958801,263.2958801,1974.719101,53.40736106,6.449398949
316,454.3902439,109.3902439,286.097561,8.414634146,8.414634146,395.4878049,1262.195122,52.62936579,5.716707855
317,228.6389008,76.21296694,121.9407471,22.86389008,30.48518678,38.10648347,518.2481752,52.75602062,5.667000987
318,524.8887653,146.9688543,251.9466073,20.99555061,20.99555061,251.9466073,1217.741935,52.86689493,5.031579935
319,318.6051795,110.0636075,312.812358,11.58564289,46.34257156,23.17128578,822.5806452,52.85062198,4.88249345
320,219.8851346,54.97128366,239.8746923,4.997389423,9.994778847,14.99216827,544.7154472,51.69357873,3.959802252
321,306.8181818,27.89256198,246.3842975,0,9.297520661,41.83884298,632.231405,51.31536075,3.920877741
322,256.097561,35.56910569,263.2113821,14.22764228,7.113821138,7.113821138,583.3333333,51.62747626,3.955299539
323,219.1468254,27.97619048,121.2301587,0,4.662698413,18.65079365,391.6666667,51.56294637,3.771129653
324,2609.401709,606.8376068,4794.017094,242.7350427,303.4188034,546.1538462,9102.564103,51.9426277,5.120479694
325,820,61.5,2050,0,61.5,82,3075,51.8861327,6.288734813
326,1410.935649,99.01302803,1683.221477,123.766285,148.519542,222.7793131,3688.235294,51.96274862,5.626085816
327,1898.737864,214.9514563,2615.242718,107.4757282,71.65048544,465.7281553,5373.786408,52.37856765,6.07694994
328,1125.476628,97.86753283,4991.244175,293.6025985,195.7350657,440.4038978,7144.329897,51.85198567,5.919018504
329,1208.888889,0,3697.777778,71.11111111,320,35.55555556,5333.333333,51.88407672,5.123934979
330,1394.756554,244.082397,3068.464419,139.4756554,174.3445693,209.2134831,5230.337079,51.90579174,5.476707278
331,773.8562092,38.69281046,1779.869281,0,135.4248366,174.1176471,2901.960784,51.88097295,5.564783538
332,2911.565978,95.98569157,1247.81399,287.9570747,127.9809221,63.99046105,4735.294118,51.92519505,5.816069825
333,689.7986577,38.32214765,1724.496644,134.1275168,76.6442953,191.6107383,2855,51.79987323,4.987063584
334,643.6520554,74.26754486,767.4312968,0,0,346.581876,1831.932773,51.57274144,3.577602435
335,106.3810878,70.9207252,277.7728404,23.64024173,0,94.56096694,573.2758621,51.34501008,3.596213045
336,223.442288,70.2247191,204.2900919,6.384065373,6.384065373,57.45658836,568.1818182,52.76538017,5.007927959
337,311.5160258,169.9178323,859.029041,0,0,66.079157,1406.542056,52.66031194,4.896799011
338,804.9612403,100.620155,347.5968992,0,18.29457364,100.620155,1372.093023,53.21554003,5.458525341
339,244.9467291,29.87155233,167.280693,5.974310465,23.89724186,23.89724186,495.8677686,53.37502868,6.800908643
340,531.7257338,57.48386311,352.0886616,7.185482889,14.37096578,28.74193156,991.5966387,52.63625004,5.719351961
341,297.7559607,81.20617111,284.2215989,13.53436185,27.0687237,135.3436185,839.1304348,51.34047275,3.592314621
342,823.6,151.4666667,331.3333333,9.466666667,18.93333333,85.2,1420,52.47437936,5.778086258
343,439.375,29.6875,320.625,11.875,11.875,77.1875,890.625,53.22471035,5.473573165
344,3330,251.3207547,5277.735849,314.1509434,251.3207547,0,9424.528302,51.86302451,5.609579286
345,1281.367521,240.2564103,4124.401709,120.1282051,120.1282051,120.1282051,6006.410256,51.85351981,5.569329253
346,1779.863946,57.41496599,5626.666667,0,114.829932,459.3197279,8038.095238,51.85850837,5.503334606
347,1497.466667,0,2246.2,204.2,68.06666667,1089.066667,5105,51.84295852,5.463142021
348,965.9259259,181.1111111,2746.851852,120.7407407,60.37037037,452.7777778,4527.777778,51.85547441,6.021602092
349,2978.684211,243.1578947,5349.473684,182.3684211,60.78947368,303.9473684,9118.421053,51.87143209,5.666794966
350,640.7784011,75.38569425,5013.148668,0,75.38569425,37.69284712,5842.391304,51.83405869,5.996239103
351,2248.979592,147.9591837,1834.693878,59.18367347,88.7755102,59.18367347,4438.77551,52.32133048,6.070120027
352,928.7878788,123.8383838,1733.737374,185.7575758,61.91919192,61.91919192,3095.959596,52.02026642,6.214495925
353,3437.228916,0,5777.46988,731.3253012,731.3253012,292.5301205,10969.87952,52.00659533,5.010760941
354,1435.79538,292.4768367,1648.505807,159.53282,132.9440167,531.7760668,4201.030928,52.29579895,7.000415772
355,2344.262942,119.1998106,2264.796402,119.1998106,39.7332702,198.666351,5085.858586,52.29579895,7.000415772
356,2843.4,45.13333333,1128.333333,90.26666667,0,2662.866667,6770,52.29579895,7.000415772
357,2658.263889,52.63888889,1158.055556,0,52.63888889,26.31944444,3947.916667,52.29579895,7.000415772
358,1553.723234,105.3371684,1738.063279,79.00287632,395.0143816,52.66858421,3923.809524,52.29579895,7.000415772
359,1358.653846,25.16025641,2163.782051,50.32051282,125.8012821,50.32051282,3774.038462,52.29579895,7.000415772
360,843.8888889,120.5555556,1153.888889,51.66666667,103.3333333,310,2583.333333,53.36252045,6.573892274
361,988.5964912,40.35087719,1916.666667,0,40.35087719,40.35087719,3026.315789,53.41517372,6.695675629
362,722.5,154.8214286,1186.964286,34.4047619,34.4047619,447.2619048,2580.357143,51.48284165,4.012320479
363,1107.973856,213.0718954,1470.196078,63.92156863,21.30718954,319.6078431,3196.078431,52.59462611,4.914945124
364,1884.915254,142.7966102,2113.389831,28.55932203,28.55932203,85.6779661,4283.898305,52.72025556,4.869192338
365,1388.220065,74.36893204,1908.802589,24.78964401,173.5275081,148.7378641,3718.446602,53.16163478,5.521768643
366,2488.111111,304.6666667,3249.777778,203.1111111,101.5555556,1269.444444,7616.666667,53.11651226,5.641111984
367,1014.330218,101.4330218,2180.809969,76.07476636,0,431.0903427,3803.738318,53.36679722,6.003126239
368,703.1400966,51.44927536,1697.826087,34.29951691,17.14975845,68.59903382,2572.463768,52.39784218,5.372514572
369,1386.842105,184.9122807,2557.953216,154.0935673,30.81871345,308.1871345,4622.807018,51.57195738,4.06060184
370,1870.666667,541.5087719,4627.438596,98.45614035,196.9122807,49.22807018,7384.210526,53.06806763,5.54879953
371,901.978022,187.9120879,3908.571429,413.4065934,75.16483516,150.3296703,5637.362637,53.18396976,5.738500623
372,1737.272727,347.4545455,3435.939394,115.8181818,77.21212121,77.21212121,5790.909091,53.09636894,5.534829934
373,1986.956522,149.0217391,5116.413043,49.67391304,99.34782609,49.67391304,7451.086957,53.09455668,5.628078257
374,944.3561208,209.8569157,3707.472178,174.8807631,34.97615262,104.9284579,5176.470588,53.16356762,5.469501254
375,4234.238683,803.0452675,5256.296296,365.0205761,292.0164609,0,10950.61728,53.10572433,5.670641081
376,1956.612432,186.3440412,2748.574607,139.7580309,186.3440412,1910.026422,7127.659574,53.0949364,5.787226322
377,2826.52281,288.4206949,4730.099397,288.4206949,230.7365559,230.7365559,8594.936709,52.53204086,4.924322151
378,3174.418605,52.90697674,3915.116279,740.6976744,52.90697674,0,7936.046512,52.70897254,4.996385444
379,2311.85567,308.2474227,4623.71134,102.7491409,154.1237113,205.4982818,7706.185567,53.34972292,6.075855892
380,4290.461538,155.0769231,1809.230769,206.7692308,982.1538462,310.1538462,7753.846154,52.53411636,4.983682616
381,4490.634755,192.4557752,4169.87513,320.7596254,705.6711759,64.15192508,9943.548387,52.53411636,4.983682616
382,3724.663857,139.6748946,2374.473209,232.7914911,465.5829821,93.11659643,7030.30303,52.53257574,4.993261364
383,3321.580064,130.2580417,6382.644044,65.12902086,781.5482503,0,10681.15942,52.53257574,4.993261364
384,2932.952183,97.76507277,10069.80249,195.5301455,1173.180873,0,14469.23077,52.26352611,4.915606751
385,1702.540107,162.1466769,9890.947288,162.1466769,324.2933537,243.2200153,12485.29412,52.26352611,4.915606751
386,3376.403509,166.0526316,4040.614035,110.7017544,387.4561404,221.4035088,8302.631579,52.05038268,4.712294005
387,1325.410439,49.0892755,5988.891612,196.357102,245.4463775,0,7805.194805,52.05038268,4.712294005
388,4028.98482,209.2979127,3453.41556,52.32447818,261.6223909,104.6489564,8110.294118,51.93813941,4.724088142
389,3225.025058,238.8907451,6031.991313,59.72268627,238.8907451,0,9794.520548,51.93813941,4.724088142
390,2994.029851,152.238806,3958.208955,101.4925373,304.4776119,101.4925373,7611.940299,51.95179948,4.722068061
391,3476.29644,176.7608359,3947.658669,235.6811146,589.2027864,530.2825077,8955.882353,51.95179948,4.722068061
392,3402.317881,170.115894,4309.602649,170.115894,510.3476821,0,8562.5,52.13731786,4.929574977
393,4559.705882,61.61764706,3881.911765,369.7058824,369.7058824,0,9242.647059,52.16809972,4.902013186
394,2709.818144,378.1141596,5734.73142,189.0570798,441.1331862,63.0190266,9515.873016,52.16809972,4.902013186
395,3301.754386,123.8157895,1857.236842,206.3596491,784.1666667,0,6273.333333,52.10133242,4.765308868
396,2102.76956,57.61012492,1958.744247,57.61012492,230.4404997,86.41518738,4493.589744,52.10133242,4.765308868
397,2085.775523,265.4623393,2692.546584,379.2319132,606.7710611,75.84638264,6105.633803,52.13869847,4.836233934
398,3712.222222,114.2222222,4054.888889,171.3333333,399.7777778,114.2222222,8566.666667,52.14088812,4.831663768
399,2216.41791,161.1940299,3344.776119,120.8955224,402.9850746,0,6246.268657,52.14301302,4.830541663
400,1092.627438,0,5637.957578,87.41019501,43.7050975,43.7050975,6905.405405,51.95068497,4.68950064
401,2030.93839,141.6933761,4817.574786,94.46225071,236.1556268,47.23112536,7368.055556,51.95101449,4.687473552
402,2041.505792,247.4552475,7114.338364,123.7276237,0,0,9527.027027,51.97944635,4.69224108
403,1513.202614,63.05010893,7818.213508,126.1002179,126.1002179,0,9646.666667,51.98109181,4.693860448
404,1764.129547,63.00462669,7056.518189,63.00462669,441.0323868,126.0092534,9513.69863,51.99774701,4.718648987
405,2257.639752,173.6645963,5962.484472,347.3291925,578.8819876,0,9320,51.99587822,4.7235548
406,2906.554383,0,4844.257305,53.82508117,430.6006494,53.82508117,8289.0625,52.20098358,4.947045414
407,4944.444444,55.55555556,3277.777778,222.2222222,833.3333333,166.6666667,9500,52.20279695,4.946457002
408,1211.445559,113.5730212,4088.628763,189.2883686,302.8613898,0,5905.797101,52.19900256,5.028318541
409,1219.457231,126.150748,5046.029919,84.10049866,168.2009973,0,6643.939394,52.19854893,5.029887273
410,1080.279813,70.45303131,2277.981346,23.48434377,117.4217189,0,3569.620253,52.13850603,4.803690943
411,1619.369369,155.7085932,3083.030146,0,0,0,4858.108108,52.13599141,4.805929399
412,1198.675497,92.20580744,5624.554254,0,46.10290372,0,6961.538462,52.14185398,4.81559698
413,1865.679825,182.0175439,4368.421053,45.50438596,91.00877193,0,6552.631579,52.1472544,4.824644665
414,1282.198142,155.4179567,4118.575851,77.70897833,271.9814241,0,5905.882353,52.14427023,4.826508429
415,1414.351852,210.6481481,2407.407407,210.6481481,331.0185185,0,4574.074074,52.1443127,4.827881172
416,2079.364326,109.4402277,2991.366224,145.9203036,328.3206831,0,5654.411765,52.14023169,4.816538051
417,399.8057309,366.4885867,1415.97863,199.9028655,0,33.31714424,2415.492958,52.13830767,4.812720897
418,179.8986486,131.9256757,383.7837838,59.96621622,35.97972973,167.9054054,959.4594595,52.13719431,4.814809415
419,136.9642857,73.75,126.4285714,10.53571429,10.53571429,10.53571429,368.75,52.13529263,4.810057498
420,450.7438017,16.69421488,325.5371901,0,0,459.0909091,1252.066116,51.76508385,4.602090613
421,341.8518519,19.72222222,394.4444444,6.574074074,19.72222222,105.1851852,887.5,51.76508385,4.602090613
422,387.9600317,33.73565493,573.5061338,0,8.433913732,278.3191531,1281.954887,51.73255315,4.603735038
423,1014.204271,47.5408252,1156.826747,31.69388347,79.23470867,174.3163591,2503.816794,51.73255315,4.603735038
424,568,46,845,62,15,,1538,56.388714,-3.597959
425,450,530,808,40,14,,1842,56.388714,-3.597959
426,79,19,377,7,15,,496,56.043876,-2.777798
427,199,37,80,10,7,,332,54.986446,-1.896984
428,787,159,600,263,17,,1830,52.303545,-6.505962
429,1175,87,377,27,3,,1670,56.458941,-3.074458
430,267,12,1181,27,25,8,1520,56.463574,-3.070725
432,624,80,681,90,72,258,1805,56.45,-3.683333333
433,398,116,364,27,242,,1147,47.01666667,6.866666667
434,2900,3200,3900,0,0,,10000,56.341401,-3.293614
435,2775,3075,1500,75,75,,7500,56.341401,-3.293614
436,1269,931,149,113,38,320,2820,56.5,9.583333333
437,1301,995,665,115,56,,3132,56.5,9.583333333
438,633,650,650,34,17,,1984,56.5,9.583333333
439,699,397,699,38,19,38,1890,56.5,9.583333333
440,304,456,16,24,8,,808,47.56666667,5.216666667
441,349,372,24,24,8,33,810,47.56666667,5.216666667
442,531,1014,24,5,3,33,1610,47.56666667,5.216666667
443,616,84,8,9,6,817,1540,47.56666667,5.216666667
444,731,297,380,134,11,,1553,57.175159,-2.260158
445,778,464,1350,168,290,,3050,57.175159,-2.260158
446,1500,722,710,46,141,,3119,56.453825,-3.081281
447,107.7061856,5.128865979,317.9896907,333.3762887,230.7989691,,995,21.71083333,106.3675
448,60.4109589,63.76712329,120.8219178,130.890411,114.109589,,490,21.71111111,106.3675
449,74.49032258,3.238709677,16.19354839,330.3483871,80.96774194,,505.2387097,21.71111111,106.3669444
450,224.6497462,42.12182741,56.16243655,561.6243655,498.4416244,,1383,21.71111111,106.3669444
451,7.937853107,0,0,1023.983051,373.079096,,1405,21.71111111,106.3669444
