,binomial,AdultBodyMassG,Order,Family,Genus,RedListStatus,TrophicLevel,Range_km_2
3857,Sminthopsis gilberti,19.5,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore,18318.2114134773
3858,Sminthopsis granulipes,25.0,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore,5636.3727426084
3859,Sminthopsis griseoventer,17.5,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore,41489.9660219785
3860,Sminthopsis hirtipes,15.0,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore,1017365.28004082
3861,Sminthopsis longicaudata,18.0,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore,731789.06108199
3862,Sminthopsis macroura,23.56,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore,4132870.31351761
3863,Sminthopsis murina,17.0,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore,685288.985955471
3864,Sminthopsis ooldea,12.19,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore,1132597.78944525
3865,Sminthopsis virginiae,35.24,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore,8297.9932043957
3866,Sminthopsis youngsoni,11.14,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore,1294956.63761428
3867,Smutsia gigantea,32999.7005,PHOLIDOTA,MANIDAE,Smutsia,VU,Carnivore,3080747.40156404
3868,Smutsia temminckii,10000.0,PHOLIDOTA,MANIDAE,Smutsia,VU,Carnivore,4950770.62483389
3869,Solenodon paradoxus,899.99,EULIPOTYPHLA,SOLENODONTIDAE,Solenodon,EN,Carnivore,2974.7522808211
3870,Solisorex pearsoni,8.157340556,EULIPOTYPHLA,SORICIDAE,Solisorex,EN,Carnivore,156.5659095169
3871,Solomys ponceleti,1000.0,RODENTIA,MURIDAE,Solomys,CR,Herbivore,4383.8454664732
3872,Solomys salebrosus,397.0,RODENTIA,MURIDAE,Solomys,EN,Herbivore,4070.7136474394
3873,Solomys sapientis,546.01,RODENTIA,MURIDAE,Solomys,EN,Herbivore,1878.7909142028
3874,Sommeromys macrorhinos,141.0605074,RODENTIA,MURIDAE,Sommeromys,DD,Carnivore,1095.9613666183
3875,Sooretamys angouya,120.17,RODENTIA,CRICETIDAE,Sooretamys,LC,Omnivore,506021.019558621
3876,Sorex alaskanus,14.0,EULIPOTYPHLA,SORICIDAE,Sorex,DD,Carnivore,313.1318190338
3877,Sorex alpinus,8.04,EULIPOTYPHLA,SORICIDAE,Sorex,NT,Carnivore,282444.900768488
3878,Sorex antinorii,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,DD,Carnivore,189444.750515449
3879,Sorex araneus,9.18,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Omnivore,5577034.26290149
3880,Sorex arcticus,8.19,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,25520.2432512547
3881,Sorex arizonae,2.7,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,62313.2319877262
3882,Sorex asper,7.945,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,1878.7909142028
3883,Sorex bairdi,8.33,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,21292.9636942984
3884,Sorex bedfordiae,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,153747.723145596
3885,Sorex bendirii,15.76,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,135586.077641635
3886,Sorex buchariensis,8.157340556,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,46500.0751265193
3887,Sorex caecutiens,6.3,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,4195809.8091434
3888,Sorex camtschatica,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,6888.9000187436
3889,Sorex cinereus,4.2,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,4737997.55380043
3890,Sorex coronatus,9.32,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,303424.732643752
3891,Sorex cylindricauda,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,134959.814003568
3892,Sorex daphaenodon,8.1,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,1916210.16657734
3893,Sorex dispar,4.99,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,291838.855339502
3894,Sorex emarginatus,7.0,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,30530.3523557955
3895,Sorex excelsus,7.5,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,55894.0296975333
3896,Sorex fumeus,7.83,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,1147941.24857791
3897,Sorex gracillimus,4.4,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,687480.908688708
3898,Sorex granarius,6.39,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,32878.840998549
3899,Sorex haydeni,3.5,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,243616.555208296
3900,Sorex hosonoi,3.25,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,8924.2568424633
3901,Sorex hoyi,3.37,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,3266591.1361606
3902,Sorex isodon,12.23,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,3403429.74107837
3903,Sorex ixtlanensis,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,DD,Carnivore,92687.0184340048
3904,Sorex jacksoni,6.01,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,3287.8840998549
3905,Sorex leucogaster,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,DD,Carnivore,2348.4886427535
3906,Sorex longirostris,3.29,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Omnivore,897435.793350871
3907,Sorex lyelli,4.99,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,469.6977285507
3908,Sorex macrodon,8.61,EULIPOTYPHLA,SORICIDAE,Sorex,VU,Carnivore,3131.318190338
3909,Sorex maritimensis,7.2,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,626.2636380676
3910,Sorex mediopua,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,24267.7159751195
3911,Sorex merriami,5.99,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,354934.916874812
3912,Sorex milleri,4.07,EULIPOTYPHLA,SORICIDAE,Sorex,VU,Carnivore,12212.1409423182
3913,Sorex minutissimus,2.46,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,3934814.43797873
3914,Sorex minutus,4.32,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,4127077.37486548
3915,Sorex mirabilis,15.0,EULIPOTYPHLA,SORICIDAE,Sorex,DD,Carnivore,298571.189448728
3916,Sorex nanus,2.57,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Omnivore,250035.757498489
3917,Sorex neomexicanus,7.0,EULIPOTYPHLA,SORICIDAE,Sorex,DD,Carnivore,3914.1477379225
3918,Sorex oreopolus,7.0,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,3287.8840998549
3919,Sorex orizabae,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,14404.0636755548
3920,Sorex ornatus,5.31,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,37732.3841935729
3921,Sorex pacificus,10.56,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Omnivore,37262.6864650222
3922,Sorex palustris,13.07,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,1946897.08484265
3923,Sorex planiceps,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,10333.3500281154
3924,Sorex portenkoi,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,DD,Carnivore,85641.5525057443
3925,Sorex preblei,3.14,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,236257.957461002
3926,Sorex pribilofensis,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,EN,Carnivore,116.822523382812
3927,Sorex raddei,10.0,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,2191.9227332366
3928,Sorex roboratus,12.99,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,2061033.63288047
3929,Sorex rohweri,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,16752.5523183083
3930,Sorex samniticus,8.24,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,53388.9751452629
3931,Sorex satunini,8.157340556,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,113979.982128303
3932,Sorex saussurei,4.65,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,54015.2387833305
3933,Sorex sclateri,7.0,EULIPOTYPHLA,SORICIDAE,Sorex,CR,Carnivore,33.50551596875
3934,Sorex shinto,6.0,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,20510.1341467139
3935,Sorex sinalis,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,DD,Carnivore,1095.9613666183
3936,Sorex sonomae,8.3,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,99889.0502717822
3937,Sorex stizodon,7.0,EULIPOTYPHLA,SORICIDAE,Sorex,CR,Carnivore,20.6795095253906
3938,Sorex tenellus,3.8,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,13934.3659470041
3939,Sorex trowbridgii,5.02,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Omnivore,247530.702946219
3940,Sorex tundrensis,7.65,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,2670075.02090121
3941,Sorex ugyunak,3.6,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,810541.713568991
3942,Sorex unguiculatus,14.11,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,757152.738423728
3943,Sorex vagrans,5.99,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,427894.630709688
3944,Sorex ventralis,7.0,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,62782.9297162769
3945,Sorex veraecrucis,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,77343.5593013486
3946,Sorex veraepacis,7.5,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,37262.6864650222
3947,Sorex volnuchini,17.0,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,178798.2686683
3948,Sorex yukonicus,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Carnivore,36010.159188887
3949,Soriculus nigrescens,14.58,EULIPOTYPHLA,SORICIDAE,Soriculus,LC,Omnivore,57772.8206117361
3950,Spalacopus cyanus,100.86,RODENTIA,OCTODONTIDAE,Spalacopus,LC,Herbivore,6732.3341092267
3951,Spalax arenarius,147.745,RODENTIA,SPALACIDAE,Spalax,EN,Herbivore,2505.0545522704
3952,Spalax graecus,75.2,RODENTIA,SPALACIDAE,Spalax,NT,Herbivore,12368.7068518351
3953,Spalax microphthalmus,470.0,RODENTIA,SPALACIDAE,Spalax,LC,Herbivore,73429.4115634261
3954,Spalax uralensis,157.625,RODENTIA,SPALACIDAE,Spalax,NT,Herbivore,139187.093560524
3955,Spalax zemni,121.1,RODENTIA,SPALACIDAE,Spalax,VU,Herbivore,782.8295475845
3956,Spermophilopsis leptodactylus,600.0,RODENTIA,SCIURIDAE,Spermophilopsis,LC,Omnivore,1062143.13016265
3957,Spermophilus alashanicus,246.4344257,RODENTIA,SCIURIDAE,Spermophilus,LC,Herbivore,50570.7887739587
3958,Spermophilus brevicauda,246.4344257,RODENTIA,SCIURIDAE,Spermophilus,LC,Herbivore,13934.3659470041
3959,Spermophilus citellus,395.97,RODENTIA,SCIURIDAE,Spermophilus,VU,Omnivore,302328.771277134
3960,Spermophilus dauricus,161.3,RODENTIA,SCIURIDAE,Spermophilus,LC,Herbivore,281505.505311386
3961,Spermophilus erythrogenys,355.0,RODENTIA,SCIURIDAE,Spermophilus,LC,Herbivore,2505.0545522704
3962,Spermophilus fulvus,778.38,RODENTIA,SCIURIDAE,Spermophilus,LC,Herbivore,284010.559863657
3963,Spermophilus major,246.4344257,RODENTIA,SCIURIDAE,Spermophilus,LC,Herbivore,81883.9706773387
3964,Spermophilus musicus,246.4344257,RODENTIA,SCIURIDAE,Spermophilus,NT,Omnivore,1095.9613666183
3965,Spermophilus pallidicauda,246.4344257,RODENTIA,SCIURIDAE,Spermophilus,LC,Omnivore,28025.2978035251
3966,Spermophilus pygmaeus,173.46,RODENTIA,SCIURIDAE,Spermophilus,LC,Omnivore,55424.3319689826
3967,Spermophilus ralli,246.4344257,RODENTIA,SCIURIDAE,Spermophilus,LC,Omnivore,6888.9000187436
3968,Spermophilus relictus,599.99,RODENTIA,SCIURIDAE,Spermophilus,LC,Herbivore,43055.6251171475
3969,Spermophilus suslicus,252.0,RODENTIA,SCIURIDAE,Spermophilus,NT,Omnivore,609197.953930258
3970,Spermophilus taurensis,323.2732574,RODENTIA,SCIURIDAE,Spermophilus,LC,Omnivore,17535.3818658928
3971,Spermophilus xanthoprymnus,289.667,RODENTIA,SCIURIDAE,Spermophilus,NT,Omnivore,138247.698103423
3972,Sphaerias blanfordi,28.88,CHIROPTERA,PTEROPODIDAE,Sphaerias,LC,Herbivore,183964.943682357
3973,Sphaeronycteris toxophyllum,16.06,CHIROPTERA,PHYLLOSTOMIDAE,Sphaeronycteris,DD,Herbivore,2152154.99221931
3974,Spilocuscus kraemeri,5753.64,DIPROTODONTIA,PHALANGERIDAE,Spilocuscus,NT,Herbivore,1565.659095169
3975,Spilocuscus maculatus,4060.46,DIPROTODONTIA,PHALANGERIDAE,Spilocuscus,LC,Herbivore,589314.083421611
3976,Spilocuscus papuensis,5271.363333,DIPROTODONTIA,PHALANGERIDAE,Spilocuscus,VU,Herbivore,939.3954571014
3977,Spilocuscus rufoniger,5999.99,DIPROTODONTIA,PHALANGERIDAE,Spilocuscus,CR,Herbivore,128227.479894341
3978,Spilocuscus wilsoni,5271.363333,DIPROTODONTIA,PHALANGERIDAE,Spilocuscus,CR,Herbivore,1878.7909142028
3979,Spilogale angustifrons,340.997,CARNIVORA,MEPHITIDAE,Spilogale,LC,Omnivore,182868.982315739
3980,Spilogale gracilis,466.5,CARNIVORA,MEPHITIDAE,Spilogale,LC,Omnivore,1198042.33962332
3981,Spilogale putorius,566.49,CARNIVORA,MEPHITIDAE,Spilogale,VU,Carnivore,1327522.34679379
3982,Spilogale pygmaea,365.0,CARNIVORA,MEPHITIDAE,Spilogale,VU,Omnivore,52919.2774167122
3983,Srilankamys ohiensis,125.0,RODENTIA,MURIDAE,Srilankamys,VU,Omnivore,1565.659095169
3984,Steatomys bocagei,4.010694547,RODENTIA,NESOMYIDAE,Steatomys,LC,Omnivore,37262.6864650222
3985,Steatomys caurinus,44.75,RODENTIA,NESOMYIDAE,Steatomys,LC,Omnivore,156.5659095169
3986,Steatomys cuppedius,4.010694547,RODENTIA,NESOMYIDAE,Steatomys,LC,Omnivore,180990.191401536
3987,Steatomys jacksoni,21.2873413,RODENTIA,NESOMYIDAE,Steatomys,DD,Omnivore,469.6977285507
3988,Steatomys krebsii,20.67,RODENTIA,NESOMYIDAE,Steatomys,LC,Omnivore,64192.022901929
3989,Steatomys opimus,40.0,RODENTIA,NESOMYIDAE,Steatomys,LC,Omnivore,173318.461835208
3990,Steatomys parvus,4.99,RODENTIA,NESOMYIDAE,Steatomys,LC,Omnivore,430243.119352441
3991,Steatomys pratensis,30.58,RODENTIA,NESOMYIDAE,Steatomys,LC,Omnivore,1440876.06528403
3992,Stenocephalemys albipes,48.0,RODENTIA,MURIDAE,Stenocephalemys,LC,Omnivore,244242.818846364
3993,Stenocephalemys albocaudata,144.0,RODENTIA,MURIDAE,Stenocephalemys,LC,Omnivore,2818.1863713042
3994,Stenocephalemys griseicauda,85.75,RODENTIA,MURIDAE,Stenocephalemys,LC,Omnivore,5010.1091045408
3995,Stenocephalemys ruppi,48.99,RODENTIA,MURIDAE,Stenocephalemys,DD,Omnivore,313.1318190338
3996,Stenoderma rufum,21.1,CHIROPTERA,PHYLLOSTOMIDAE,Stenoderma,NT,Herbivore,626.2636380676
3997,Stochomys longicaudatus,70.95,RODENTIA,MURIDAE,Stochomys,LC,Omnivore,937673.232096714
3998,Strigocuscus celebensis,1000.0,DIPROTODONTIA,PHALANGERIDAE,Strigocuscus,VU,Herbivore,17378.8159563759
3999,Strigocuscus pelengensis,1000.0,DIPROTODONTIA,PHALANGERIDAE,Strigocuscus,LC,Herbivore,3287.8840998549
4000,Sturnira aratathomasi,49.67,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore,31939.4455414476
4001,Sturnira bidens,18.05,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore,65131.4183590304
4002,Sturnira bogotensis,19.94,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore,8611.1250234295
4003,Sturnira erythromos,15.53,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore,591036.308426297
4004,Sturnira lilium,20.19,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore,1156395.80769182
4005,Sturnira ludovici,21.0,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore,509935.167296543
4006,Sturnira luisi,22.50555556,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore,187879.09142028
4007,Sturnira magna,22.50555556,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore,1038345.11191608
4008,Sturnira mistratensis,22.50555556,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,DD,Herbivore,156.5659095169
4009,Sturnira mordax,11.79,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,NT,Herbivore,782.8295475845
4010,Sturnira nana,22.50555556,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,EN,Herbivore,2348.4886427535
4011,Sturnira oporaphilum,21.99,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore,483318.96267867
4012,Sturnira tildae,24.39,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore,3791243.49895173
4013,Styloctenium mindorensis,172.42,CHIROPTERA,PTEROPODIDAE,Styloctenium,DD,Herbivore,156.5659095169
4014,Styloctenium wallacei,172.42,CHIROPTERA,PTEROPODIDAE,Styloctenium,NT,Herbivore,47752.6024026545
4015,Stylodipus andrewsi,55.0,RODENTIA,DIPODIDAE,Stylodipus,LC,Herbivore,51353.6183215432
4016,Stylodipus sungorus,55.0,RODENTIA,DIPODIDAE,Stylodipus,LC,Herbivore,22545.4909704336
4017,Stylodipus telum,59.99,RODENTIA,DIPODIDAE,Stylodipus,LC,Omnivore,175510.384568445
4018,Suncus aequatorius,6.5,EULIPOTYPHLA,SORICIDAE,Suncus,EN,Carnivore,156.5659095169
4019,Suncus ater,10.20875,EULIPOTYPHLA,SORICIDAE,Suncus,DD,Carnivore,469.6977285507
4020,Suncus dayi,9.43,EULIPOTYPHLA,SORICIDAE,Suncus,EN,Carnivore,156.5659095169
4021,Suncus etruscus,2.26,EULIPOTYPHLA,SORICIDAE,Suncus,LC,Carnivore,2681974.0300245
4022,Suncus fellowesgordoni,1.95,EULIPOTYPHLA,SORICIDAE,Suncus,EN,Carnivore,469.6977285507
4023,Suncus hosei,10.20875,EULIPOTYPHLA,SORICIDAE,Suncus,DD,Carnivore,3444.4500093718
4024,Suncus infinitesimus,4.4,EULIPOTYPHLA,SORICIDAE,Suncus,LC,Carnivore,91591.0570673865
4025,Suncus lixus,8.0,EULIPOTYPHLA,SORICIDAE,Suncus,LC,Carnivore,686384.947322089
4026,Suncus malayanus,4.99,EULIPOTYPHLA,SORICIDAE,Suncus,LC,Carnivore,77813.2570298993
4027,Suncus megalura,5.38,EULIPOTYPHLA,SORICIDAE,Suncus,LC,Carnivore,1144653.36447806
4028,Suncus mertensi,7.95,EULIPOTYPHLA,SORICIDAE,Suncus,EN,Carnivore,28.3257975341797
4029,Suncus montanus,18.0,EULIPOTYPHLA,SORICIDAE,Suncus,VU,Carnivore,3914.1477379225
4030,Suncus murinus,43.76,EULIPOTYPHLA,SORICIDAE,Suncus,LC,Carnivore,7958088.61483451
4031,Suncus remyi,4.03,EULIPOTYPHLA,SORICIDAE,Suncus,LC,Carnivore,98323.3911766132
4032,Suncus stoliczkanus,9.43,EULIPOTYPHLA,SORICIDAE,Suncus,LC,Carnivore,942213.643472704
4033,Suncus varilla,4.99,EULIPOTYPHLA,SORICIDAE,Suncus,LC,Carnivore,964132.87080507
4034,Suncus zeylanicus,29.8,EULIPOTYPHLA,SORICIDAE,Suncus,EN,Carnivore,469.6977285507
4035,Sundamys infraluteus,418.5,RODENTIA,MURIDAE,Sundamys,LC,Omnivore,88616.3047865654
4036,Sundamys maxi,361.0,RODENTIA,MURIDAE,Sundamys,EN,Omnivore,5166.6750140577
4037,Sundamys muelleri,356.48,RODENTIA,MURIDAE,Sundamys,LC,Omnivore,511187.694572678
4038,Sundasciurus brookei,114.05,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore,231091.282446944
4039,Sundasciurus davensis,195.9789325,RODENTIA,SCIURIDAE,Sundasciurus,DD,Omnivore,156.5659095169
4040,Sundasciurus fraterculus,90.0,RODENTIA,SCIURIDAE,Sundasciurus,VU,Omnivore,4227.2795569563
4041,Sundasciurus hippurus,357.79,RODENTIA,SCIURIDAE,Sundasciurus,NT,Omnivore,317985.362228824
4042,Sundasciurus hoogstraali,233.0261224,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore,782.8295475845
4043,Sundasciurus jentinki,76.0,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore,47752.6024026545
4044,Sundasciurus juvencus,259.0,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore,2661.6204617873
4045,Sundasciurus lowii,84.99,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore,374505.655564425
4046,Sundasciurus mindanensis,285.0,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore,69358.6979159867
4047,Sundasciurus moellendorffi,252.0,RODENTIA,SCIURIDAE,Sundasciurus,NT,Omnivore,313.1318190338
4048,Sundasciurus philippinensis,244.0,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore,43368.7569361813
4049,Sundasciurus rabori,195.9789325,RODENTIA,SCIURIDAE,Sundasciurus,DD,Omnivore,156.5659095169
4050,Sundasciurus samarensis,225.0,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore,18005.0795944435
4051,Sundasciurus steerii,252.0,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore,2035.3568237197
4052,Sundasciurus tenuis,74.87,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore,636910.119914749
4053,Surdisorex norae,23.57,EULIPOTYPHLA,SORICIDAE,Surdisorex,LC,Carnivore,3131.318190338
4054,Surdisorex polulus,8.99,EULIPOTYPHLA,SORICIDAE,Surdisorex,DD,Carnivore,469.6977285507
4055,Suricata suricatta,729.99,CARNIVORA,HERPESTIDAE,Suricata,LC,Omnivore,1382163.84921519
4056,Sus ahoenobarbus,135000.0,CETARTIODACTYLA,SUIDAE,Sus,NT,Omnivore,4227.2795569563
4057,Sus barbatus,135806.0,CETARTIODACTYLA,SUIDAE,Sus,VU,Omnivore,400495.59654423
4058,Sus cebifrons,190792.3,CETARTIODACTYLA,SUIDAE,Sus,CR,Omnivore,1722.2250046859
4059,Sus celebensis,53813.21,CETARTIODACTYLA,SUIDAE,Sus,NT,Omnivore,194767.991439024
4060,Sus oliveri,125725.94,CETARTIODACTYLA,SUIDAE,Sus,VU,Omnivore,1409.0931856521
4061,Sus philippensis,190792.3,CETARTIODACTYLA,SUIDAE,Sus,VU,Omnivore,55111.2001499488
4062,Sus scrofa,84471.54,CETARTIODACTYLA,SUIDAE,Sus,LC,Omnivore,26076835.0595873
4063,Sus verrucosus,89406.23,CETARTIODACTYLA,SUIDAE,Sus,EN,Herbivore,4070.7136474394
4064,Syconycteris australis,17.6,CHIROPTERA,PTEROPODIDAE,Syconycteris,LC,Herbivore,897592.359260387
4065,Syconycteris carolinae,39.67,CHIROPTERA,PTEROPODIDAE,Syconycteris,VU,Herbivore,6419.2022901929
4066,Syconycteris hobbit,20.06,CHIROPTERA,PTEROPODIDAE,Syconycteris,LC,Herbivore,3914.1477379225
4067,Sylvilagus aquaticus,2133.34,LAGOMORPHA,LEPORIDAE,Sylvilagus,LC,Herbivore,22858.6227894674
4068,Sylvilagus audubonii,880.88,LAGOMORPHA,LEPORIDAE,Sylvilagus,LC,Herbivore,2493781.80678518
4069,Sylvilagus bachmani,714.53,LAGOMORPHA,LEPORIDAE,Sylvilagus,LC,Herbivore,126035.557161104
4070,Sylvilagus brasiliensis,986.74,LAGOMORPHA,LEPORIDAE,Sylvilagus,LC,Herbivore,2348.4886427535
4071,Sylvilagus cognatus,1339.099286,LAGOMORPHA,LEPORIDAE,Sylvilagus,EN,Herbivore,1565.659095169
4072,Sylvilagus cunicularius,2489.54,LAGOMORPHA,LEPORIDAE,Sylvilagus,LC,Herbivore,159697.227707238
4073,Sylvilagus dicei,1339.099286,LAGOMORPHA,LEPORIDAE,Sylvilagus,VU,Herbivore,3287.8840998549
4074,Sylvilagus floridanus,1207.19,LAGOMORPHA,LEPORIDAE,Sylvilagus,LC,Herbivore,5264372.14159624
4075,Sylvilagus graysoni,964.01,LAGOMORPHA,LEPORIDAE,Sylvilagus,EN,Herbivore,156.5659095169
4076,Sylvilagus insonus,2999.98,LAGOMORPHA,LEPORIDAE,Sylvilagus,EN,Herbivore,156.5659095169
4077,Sylvilagus mansuetus,950.9,LAGOMORPHA,LEPORIDAE,Sylvilagus,CR,Herbivore,24.358950421875
4078,Sylvilagus nuttallii,801.54,LAGOMORPHA,LEPORIDAE,Sylvilagus,LC,Herbivore,403157.217006017
4079,Sylvilagus obscurus,900.0,LAGOMORPHA,LEPORIDAE,Sylvilagus,NT,Herbivore,87363.7775104302
4080,Sylvilagus palustris,1355.23,LAGOMORPHA,LEPORIDAE,Sylvilagus,LC,Herbivore,82979.932043957
4081,Sylvilagus robustus,1550.0,LAGOMORPHA,LEPORIDAE,Sylvilagus,EN,Herbivore,37732.3841935729
4082,Sylvilagus transitionalis,813.51,LAGOMORPHA,LEPORIDAE,Sylvilagus,VU,Herbivore,9393.954571014
4083,Sylvilagus varynaensis,1339.099286,LAGOMORPHA,LEPORIDAE,Sylvilagus,DD,Herbivore,3444.4500093718
4084,Sylvisorex camerunensis,5.5,EULIPOTYPHLA,SORICIDAE,Sylvisorex,VU,Omnivore,1409.0931856521
4085,Sylvisorex granti,4.0,EULIPOTYPHLA,SORICIDAE,Sylvisorex,LC,Omnivore,12055.5750328013
4086,Sylvisorex howelli,4.317,EULIPOTYPHLA,SORICIDAE,Sylvisorex,LC,Omnivore,1252.5272761352
4087,Sylvisorex isabellae,8.157340556,EULIPOTYPHLA,SORICIDAE,Sylvisorex,EN,Omnivore,156.5659095169
4088,Sylvisorex johnstoni,3.19,EULIPOTYPHLA,SORICIDAE,Sylvisorex,LC,Omnivore,278687.318940082
4089,Sylvisorex konganensis,5.15,EULIPOTYPHLA,SORICIDAE,Sylvisorex,DD,Omnivore,4383.8454664732
