"binomial","range_km_2"
"Prionailurus rubiginosus",464687.619446159
"Prionailurus viverrinus",137934.566284389
"Prionodon linsang",751516.36568112
"Prionodon pardicolor",1192405.96688071
"Prionomys batesi",11585.8773042506
"Procapra gutturosa",290273.196244333
"Procapra picticaudata",52293.0137786446
"Procapra przewalskii",939.3954571014
"Procavia capensis",10087228.4183548
"Procolobus verus",231404.414265978
"Procyon cancrivorus",4979578.752185
"Procyon lotor",4228845.21605147
"Procyon pygmaeus",313.1318190338
"Proechimys brevicauda",824945.777244546
"Proechimys canicollis",8611.1250234295
"Proechimys chrysaeolus",4853.5431950239
"Proechimys cuvieri",2295099.66760824
"Proechimys decumanus",22075.7932418829
"Proechimys echinothrix",277434.791663947
"Proechimys gardneri",498505.855901809
"Proechimys goeldii",59025.3478878713
"Proechimys guairae",110535.532118931
"Proechimys guyannensis",893678.211522465
"Proechimys hoplomyoides",76873.8615727979
"Proechimys kulinae",87363.7775104302
"Proechimys longicaudatus",554869.583327894
"Proechimys mincae",313.1318190338
"Proechimys oconnelli",22858.6227894674
"Proechimys pattoni",8297.9932043957
"Proechimys quadruplicatus",961001.552614732
"Proechimys roberti",1016269.3186742
"Proechimys semispinosus",98323.3911766132
"Proechimys simonsi",1398759.83562398
"Proechimys steerei",1519159.02004248
"Proedromys bedfordi",1409.0931856521
"Proedromys liangshanensis",1722.2250046859
"Prolemur simus",1565.659095169
"Prometheomys schaposchnikowi",313.1318190338
"Promops centralis",1764810.9320745
"Pronolagus crassicaudatus",2661.6204617873
"Pronolagus randensis",87363.7775104302
"Pronolagus rupestris",18944.4750515449
"Pronolagus saundersiae",200717.496000666
"Propithecus candidus",1252.5272761352
"Propithecus coquereli",2348.4886427535
"Propithecus coronatus",1409.0931856521
"Propithecus deckenii",8297.9932043957
"Propithecus diadema",11585.8773042506
"Propithecus edwardsi",313.1318190338
"Propithecus perrieri",156.5659095169
"Propithecus tattersalli",1565.659095169
"Propithecus verreauxi",7202.0318377774
"Prosciurillus abstrusus",1409.0931856521
"Prosciurillus leucomus",25050.545522704
"Prosciurillus murinus",44464.7183027996
"Prosciurillus rosenbergii",469.6977285507
"Prosciurillus weberi",156.5659095169
"Proteles cristata",3944834.65618781
"Protochromys fellowsi",16439.4204992745
"Protoxerus aubinnii",70767.7911016388
"Protoxerus stangeri",1617638.97712861
"Psammomys obesus",1929674.83479579
"Psammomys vexillaris",5636.3727426084
"Pseudantechinus bilarni",131985.061722747
"Pseudantechinus macdonnellensis",363859.173717275
"Pseudantechinus mimulus",2974.7522808211
"Pseudantechinus ningbing",202596.286914869
"Pseudantechinus roryi",2505.0545522704
"Pseudantechinus woolleyae",373253.12828829
"Pseudocheirus occidentalis",17222.250046859
"Pseudocheirus peregrinus",547980.68330915
"Pseudochirops albertisii",22388.9250609167
"Pseudochirops archeri",5010.1091045408
"Pseudochirops corinnae",155939.645878832
"Pseudochirops coronatus",7515.1636568112
"Pseudochirops cupreus",176606.345935063
"Pseudochirulus canescens",322995.471333365
"Pseudochirulus caroli",31939.4455414476
"Pseudochirulus cinereus",782.8295475845
"Pseudochirulus forbesi",42429.3614790799
"Pseudochirulus herbertensis",3131.318190338
"Pseudochirulus larvatus",101767.841185985
"Pseudochirulus mayeri",71237.4888301895
"Pseudochirulus schlegeli",10176.7841185985
"Pseudohydromys ellermani",88929.4366055992
"Pseudohydromys fuscus",62469.7978972431
"Pseudohydromys germani",3757.5818284056
"Pseudohydromys murinus",42742.4932981137
"Pseudohydromys occidentalis",939.3954571014
"Pseudois nayaur",1276638.4262008
"Pseudomys albocinereus",60591.0069830403
"Pseudomys apodemoides",156.5659095169
"Pseudomys australis",42742.4932981137
"Pseudomys bolami",436192.623914083
"Pseudomys calabyi",20510.1341467139
"Pseudomys chapmani",290742.893972883
"Pseudomys delicatulus",1214638.32603211
"Pseudomys desertor",3403742.87289741
"Pseudomys fieldi",156.5659095169
"Pseudomys fumeus",12994.9704899027
"Pseudomys gracilicaudatus",97070.863900478
"Pseudomys hermannsburgensis",3440848.99345291
"Pseudomys higginsi",30373.7864462786
"Pseudomys johnsoni",759970.924795032
"Pseudomys nanus",812733.636302228
"Pseudomys novaehollandiae",56050.5956070502
"Pseudomys occidentalis",156.5659095169
"Pseudomys oralis",15656.59095169
"Pseudomys patrius",190384.14597255
"Pseudomys pilligaensis",1252.5272761352
"Pseudomys shortridgei",1722.2250046859
"Pseudoryx nghetinhensis",12994.9704899027
"Pseudoryzomys simplex",1626406.66806156
"Ptenochirus jagori",79222.3502155514
"Ptenochirus minor",54328.3706023643
"Pteralopex anceps",6888.9000187436
"Pteralopex atrata",939.3954571014
"Pteralopex flanneryi",5166.6750140577
"Pteralopex taki",1722.2250046859
"Pteromys momonga",74681.9388395613
"Pteromys volans",3068378.69471221
"Pteromyscus pulverulentus",243303.423389263
"Pteronotus davyi",1317971.82631326
"Pteronotus gymnonotus",1840901.96409971
"Pteronotus macleayii",118676.95941381
"Pteronotus paraguanensis",156.5659095169
"Pteronotus parnellii",44464.7183027996
"Pteronotus personatus",3053035.23557955
"Pteronotus quadridens",199464.968724531
"Pteronura brasiliensis",78596.0865774838
"Pteropus admiralitatum",61686.9683496586
"Pteropus aldabrensis",156.5659095169
"Pteropus alecto",517763.462772388
"Pteropus anetianus",3601.0159188887
"Pteropus aruensis",6888.9000187436
"Pteropus caniceps",7828.295475845
"Pteropus capistratus",40237.4387458433
"Pteropus chrysoproctus",6575.7681997098
"Pteropus cognatus",626.2636380676
"Pteropus conspicillatus",132454.759451297
"Pteropus dasymallus",1565.659095169
"Pteropus faunulus",156.5659095169
"Pteropus fundatus",313.1318190338
"Pteropus giganteus",477839.155845579
"Pteropus gilliardorum",3444.4500093718
"Pteropus griseus",18005.0795944435
"Pteropus howensis",7.91592866113281
"Pteropus hypomelanus",187096.261872695
"Pteropus intermedius",1409.0931856521
"Pteropus keyensis",1095.9613666183
"Pteropus livingstonii",313.1318190338
"Pteropus lombocensis",8767.6909329464
"Pteropus lylei",13777.8000374872
"Pteropus macrotis",294030.778072738
"Pteropus mahaganus",7828.295475845
"Pteropus mariannus",626.2636380676
"Pteropus melanopogon",9550.5204805309
"Pteropus melanotus",156.5659095169
"Pteropus molossinus",469.6977285507
"Pteropus neohibernicus",431182.514809543
"Pteropus niger",1878.7909142028
"Pteropus nitendiensis",156.5659095169
"Pteropus ocularis",5636.3727426084
"Pteropus ornatus",10803.0477566661
"Pteropus personatus",11429.3113947337
"Pteropus pohlei",939.3954571014
"Pteropus poliocephalus",166116.429997431
"Pteropus pselaphon",313.1318190338
"Pteropus pumilus",24424.2818846364
"Pteropus rayneri",14717.1954945886
"Pteropus rennelli",156.5659095169
"Pteropus rodricensis",156.5659095169
"Pteropus rufus",7671.7295663281
"Pteropus samoensis",8611.1250234295
"Pteropus scapulatus",876142.829656572
"Pteropus seychellensis",156.5659095169
"Pteropus speciosus",1252.5272761352
"Pteropus temminckii",5949.5045616422
"Pteropus tonganus",21292.9636942984
"Pteropus ualanus",156.5659095169
"Pteropus vampyrus",1350067.83776423
"Pteropus vetulus",9707.0863900478
"Pteropus voeltzkowi",782.8295475845
"Pteropus woodfordi",5479.8068330915
"Ptilocercus lowii",169247.748187769
"Pudu mephistophiles",97853.6934480625
"Pudu puda",65444.5501780642
"Puma concolor",16265162.6419822
"Punomys kofordi",1095.9613666183
"Punomys lemminus",40550.5705648771
"Pygathrix cinerea",12525.272761352
"Pygathrix nemaeus",66070.8138161318
"Pygathrix nigripes",19570.7386896125
"Pygeretmus platyurus",116015.338952023
"Pygeretmus pumilio",61686.9683496586
"Pygeretmus zhitkovi",939.3954571014
"Pygoderma bilabiatum",778289.13620851
"Rangifer tarandus",4485456.74174967
"Raphicerus campestris",2542943.50237349
"Raphicerus melanotis",43212.1910266644
"Raphicerus sharpei",947850.016215312
"Rattus adustus",156.5659095169
"Rattus andamanensis",877395.356932707
"Rattus annandalei",28338.4296225589
"Rattus argentiventer",767172.95663281
"Rattus arrogans",12368.7068518351
"Rattus baluensis",939.3954571014
"Rattus blangorum",1565.659095169
"Rattus bontanus",2348.4886427535
"Rattus burrus",1095.9613666183
"Rattus colletti",86737.5138723626
"Rattus elaphinus",1878.7909142028
"Rattus enganus",156.5659095169
"Rattus everetti",115858.773042506
"Rattus exulans",4131617.78624147
"Rattus feliceus",14404.0636755548
"Rattus fuscipes",67010.2092732332
"Rattus giluwensis",3444.4500093718
"Rattus hainaldi",782.8295475845
"Rattus hoffmanni",145606.295850717
"Rattus hoogerwerfi",782.8295475845
"Rattus jobiensis",2818.1863713042
"Rattus koopmani",2035.3568237197
"Rattus korinchi",156.5659095169
"Rattus leucopus",183651.811863324
"Rattus losea",1168607.94863414
"Rattus lugens",4227.2795569563
"Rattus lutreolus",136682.039008254
"Rattus marmosurus",81727.4047678218
"Rattus mindorensis",2818.1863713042
"Rattus mollicomulus",156.5659095169
"Rattus montanus",313.1318190338
"Rattus mordax",35070.7637317856
"Rattus morotaiensis",10333.3500281154
"Rattus niobe",92843.5843435217
"Rattus nitidus",3021252.35594762
"Rattus norvegicus",6297550.57849827
"Rattus novaeguineae",30217.2205367617
"Rattus omichlodes",313.1318190338
"Rattus osgoodi",1878.7909142028
"Rattus palmarum",1095.9613666183
"Rattus pelurus",2035.3568237197
"Rattus pococki",56520.2933356009
"Rattus praetor",229838.755170809
"Rattus pyctoris",788779.052146142
"Rattus ranjiniae",55.8734441948242
"Rattus rattus",16044561.2754729
"Rattus richardsoni",2661.6204617873
"Rattus salocco",1252.5272761352
"Rattus satarae",1722.2250046859
"Rattus simalurensis",1565.659095169
"Rattus sordidus",101611.275276468
"Rattus steini",200560.930091149
"Rattus stoicus",261.766171224609
"Rattus tanezumi",8305978.06578106
"Rattus tawitawiensis",469.6977285507
"Rattus timorensis",156.5659095169
"Rattus tiomanicus",1254406.0670494
"Rattus tunneyi",389692.548787564
"Rattus vandeuseni",2348.4886427535
"Rattus verecundus",134490.116275017
"Rattus villosissimus",324091.432699983
"Rattus xanthurus",5323.2409235746
"Ratufa affinis",1073102.74382883
"Ratufa bicolor",953173.257138887
"Ratufa indica",152964.893598011
"Ratufa macroura",13464.6682184534
"Redunca arundinum",638788.910828952
"Redunca fulvorufula",187565.959601246
"Redunca redunca",3440535.86163388
"Reithrodon auritus",180363.927763469
"Reithrodon typicus",20979.8318752646
"Reithrodontomys bakeri",3131.318190338
"Reithrodontomys brevirostris",1409.0931856521
"Reithrodontomys burti",31469.7478128969
"Reithrodontomys chrysopsis",14247.4977660379
"Reithrodontomys creper",9237.3886614971
"Reithrodontomys darienensis",12994.9704899027
"Reithrodontomys fulvescens",597298.944806973
"Reithrodontomys gracilis",54328.3706023643
"Reithrodontomys hirsutus",9863.6522995647
"Reithrodontomys humulis",218096.311957042
"Reithrodontomys megalotis",1727235.11379044
"Reithrodontomys mexicanus",398147.107901477
"Reithrodontomys microdon",35540.4614603363
"Reithrodontomys montanus",658516.215428081
"Reithrodontomys paradoxus",156.5659095169
"Reithrodontomys raviventris",939.3954571014
"Reithrodontomys rodriguezi",1095.9613666183
"Reithrodontomys spectabilis",469.6977285507
"Reithrodontomys sumichrasti",102550.670733569
"Reithrodontomys tenuirostris",8767.6909329464
"Reithrodontomys zacatecae",54641.5024213981
"Rhabdomys pumilio",35697.0273698532
"Rhagomys longilingua",1878.7909142028
"Rhagomys rufescens",106621.384381009
"Rheithrosciurus macrotis",448404.764856402
"Rheomys mexicanus",782.8295475845
"Rheomys raptor",9550.5204805309
"Rheomys thomasi",9080.8227519802
"Rheomys underwoodi",4227.2795569563
"Rhinoceros sondaicus",28338.4296225589
"Rhinoceros unicornis",69358.6979159867
"Rhinolophus acuminatus",152651.761778977
"Rhinolophus adami",313.1318190338
"Rhinolophus affinis",2210397.51055959
"Rhinolophus alcyone",1535128.7428132
"Rhinolophus arcuatus",276965.093935396
"Rhinolophus beddomei",50727.3546834756
"Rhinolophus blasii",666187.944994409
"Rhinolophus bocharicus",353995.521417711
"Rhinolophus borneensis",325187.394066601
"Rhinolophus canuti",1722.2250046859
"Rhinolophus capensis",1095.9613666183
"Rhinolophus celebensis",26772.7705273899
"Rhinolophus clivosus",1743987.66610875
"Rhinolophus coelophyllus",30373.7864462786
"Rhinolophus cognatus",1878.7909142028
"Rhinolophus convexus",626.2636380676
"Rhinolophus creaghi",40863.7023839109
"Rhinolophus darlingi",432748.173904712
"Rhinolophus deckenii",1409.0931856521
"Rhinolophus denti",844829.647753192
"Rhinolophus eloquens",340843.985018291
"Rhinolophus euryale",1249709.0897639
"Rhinolophus euryotis",583208.012950452
"Rhinolophus ferrumequinum",2563453.6365202
"Rhinolophus formosae",9707.0863900478
"Rhinolophus fumigatus",5158533.58676282
"Rhinolophus guineensis",32565.7091795152
"Rhinolophus hilli",122.032641257507
"Rhinolophus hillorum",20197.0023276801
"Rhinolophus hipposideros",1957387.00078028
"Rhinolophus inops",94565.8093482076
"Rhinolophus keyensis",53858.6728738136
"Rhinolophus landeri",7203910.6286916
"Rhinolophus lepidus",970865.204914297
"Rhinolophus luctus",2659428.53905406
"Rhinolophus maclaudi",8297.9932043957
"Rhinolophus macrotis",1083749.22567598
"Rhinolophus madurensis",4696.977285507
"Rhinolophus maendeleo",156.5659095169
"Rhinolophus malayanus",1143400.83720192
"Rhinolophus marshalli",249409.493860422
"Rhinolophus megaphyllus",269293.364369068
"Rhinolophus mehelyi",199464.968724531
"Rhinolophus mitratus",156.5659095169
"Rhinolophus montanus",156.5659095169
"Rhinolophus nereis",1565.659095169
"Rhinolophus osgoodi",772183.065737351
"Rhinolophus paradoxolophus",93000.1502530386
"Rhinolophus pearsonii",2478751.47947156
"Rhinolophus philippinensis",103176.934371637
"Rhinolophus pusillus",1311082.92629452
"Rhinolophus rex",306556.05083409
"Rhinolophus robinsoni",156.5659095169
"Rhinolophus rouxii",257707.487064817
"Rhinolophus rufus",5792.9386521253
"Rhinolophus ruwenzorii",10959.613666183
"Rhinolophus sakejiensis",156.5659095169
"Rhinolophus sedulus",235788.259732451
"Rhinolophus shameli",181459.889130087
"Rhinolophus shortridgei",28025.2978035251
"Rhinolophus siamensis",227020.568799505
"Rhinolophus silvestris",782.8295475845
"Rhinolophus simulator",274773.171202159
"Rhinolophus sinicus",265066.084812112
"Rhinolophus stheno",376071.314659594
"Rhinolophus subbadius",5010.1091045408
"Rhinolophus subrufus",26146.5068893223
"Rhinolophus swinnyi",617339.381225137
"Rhinolophus thomasi",71394.0547397064
"Rhinolophus trifoliatus",676990.992751075
"Rhinolophus virgo",104586.027557289
"Rhinolophus yunanensis",297631.793991627
"Rhinolophus ziama",2035.3568237197
"Rhinonicteris aurantia",455450.230784662
"Rhinophylla alethina",40394.0046553602
"Rhinophylla fischerae",2917292.5920284
"Rhinophylla pumilio",4619946.85802468
"Rhinopithecus avunculus",2661.6204617873
"Rhinopithecus bieti",14560.6295850717
"Rhinopithecus brelichi",469.6977285507
"Rhinopithecus roxellana",64818.2865399966
"Rhinopithecus strykeri",156.5659095169
"Rhinopoma hadramauticum",156.5659095169
"Rhinopoma hardwickii",12126655.955722
"Rhinopoma microphyllum",3233868.86107157
"Rhinopoma muscatellum",396581.448806308
"Rhinosciurus laticaudatus",174727.55502086
"Rhipidomys austrinus",79692.0479441021
"Rhipidomys cariri",12525.272761352
"Rhipidomys caucensis",26459.6387083561
"Rhipidomys couesi",19883.8705086463
"Rhipidomys emiliae",334737.914547132
"Rhipidomys fulviventer",20823.2659657477
"Rhipidomys gardneri",122591.107151733
"Rhipidomys latimanus",90808.227519802
"Rhipidomys leucodactylus",2684792.2163958
"Rhipidomys macconnelli",161889.150440475
"Rhipidomys macrurus",941743.945744153
"Rhipidomys mastacalis",78126.3888489331
"Rhipidomys modicus",63722.3251733783
"Rhipidomys nitela",872072.116009133
"Rhipidomys ochrogaster",12525.272761352
"Rhipidomys venezuelae",70141.5274635712
"Rhipidomys venustus",3444.4500093718
"Rhipidomys wetzeli",119616.354870912
"Rhizomys pruinosus",961001.552614732
"Rhizomys sinensis",1119446.25304583
"Rhizomys sumatrensis",1003117.78227478
"Rhogeessa aeneus",105995.120742941
"Rhogeessa genowaysi",782.8295475845
"Rhogeessa hussoni",133550.720817916
"Rhogeessa io",2118806.45349221
"Rhogeessa minutilla",115232.509404438
"Rhogeessa mira",3131.318190338
"Rhogeessa parvula",118363.827594776
"Rhogeessa tumida",251288.284774624
"Rhombomys opimus",2255331.92659094
"Rhynchocyon chrysopygus",313.1318190338
"Rhynchocyon cirnei",620783.831234508
"Rhynchocyon petersi",6732.3341092267
"Rhynchocyon udzungwensis",156.5659095169
"Rhynchogale melleri",1070127.99154801
"Rhyncholestes raphanurus",21762.6614228491
"Rhynchomeles prattorum",156.5659095169
"Rhynchomys banahao",61.7338175410156
"Rhynchomys isarogensis",156.5659095169
"Rhynchomys soricoides",3444.4500093718
"Rhynchomys tapulao",156.5659095169
"Rhynchonycteris naso",4846967.42682419
"Romerolagus diazi",313.1318190338
"Rousettus aegyptiacus",2902262.26471477
"Rousettus amplexicaudatus",2648782.05720691
"Rousettus celebensis",20979.8318752646
"Rousettus lanosus",97697.1275385456
"Rousettus leschenaultii",2706868.00963768
"Rousettus linduensis",156.5659095169
"Rousettus madagascariensis",59495.045616422
"Rousettus obliviosus",782.8295475845
"Rousettus spinalatus",13308.1023089365
"Rubrisciurus rubriventer",108813.307114245
"Rucervus duvaucelii",34444.500093718
"Rucervus eldii",24267.7159751195
"Rungwecebus kipunji",156.5659095169
"Rupicapra pyrenaica",12525.272761352
"Rupicapra rupicapra",176606.345935063
"Rusa alfredi",1095.9613666183
"Rusa marianna",66383.9456351656
"Rusa timorensis",4070.7136474394
"Rusa unicolor",4160895.61132113
"Ruwenzorisorex suncoides",5010.1091045408
"Saccolaimus flaviventris",3102510.06298689
"Saccolaimus mixtus",38828.3455601912
"Saccolaimus peli",948163.148034346
"Saccolaimus saccolaimus",1175496.84865289
"Saccopteryx antioquensis",3601.0159188887
"Saccopteryx bilineata",5797948.76122984
"Saccopteryx canescens",4030476.20869356
"Saccopteryx gymnura",603091.883459099
"Saccopteryx leptura",4602881.17388734
"Saccostomus campestris",3204277.90417287
"Saccostomus mearnsi",538899.86055717
"Saguinus bicolor",8611.1250234295
"Saguinus geoffroyi",38984.9114697081
"Saguinus imperator",199464.968724531
"Saguinus inustus",372939.996469256
"Saguinus labiatus",236571.089280036
"Saguinus leucopus",33818.2364556504
"Saguinus martinsi",33818.2364556504
"Saguinus melanoleucus",58868.7819783544
"Saguinus midas",717071.865587402
"Saguinus mystax",581016.090217216
"Saguinus niger",141848.714022311
"Saguinus oedipus",9393.954571014
"Saiga tatarica",64818.2865399966
"Saimiri boliviensis",881152.938761113
"Saimiri oerstedii",3287.8840998549
"Saimiri ustus",541718.046928474
"Saimiri vanzolinii",2191.9227332366
"Salanoia concolor",5166.6750140577
"Salinomys delicatus",82197.1024963725
"Salpingotulus michaelis",939.3954571014
"Salpingotus crassicauda",284010.559863657
"Salpingotus heptneri",11899.0091232844
"Salpingotus kozlovi",16595.9864087914
"Salpingotus pallidus",4853.5431950239
"Santamartamys rufodorsalis",89.5228536679687
"Sapajus flavius",2974.7522808211
"Sarcophilus harrisii",52762.7115071953
"Sauromys petrophilus",220757.932418829
"Saxatilomys paulinae",156.5659095169
"Scalopus aquaticus",1554542.9155933
"Scapanulus oweni",89868.8320627006
"Scapanus latimanus",160480.057254822
"Scapanus orarius",243303.423389263
"Scapanus townsendii",105838.554833424
"Scapteromys aquaticus",1565.659095169
"Scapteromys tumidus",2191.9227332366
"Scaptochirus moschatus",56676.8592451178
"Scaptonyx fusicaudus",142161.845841345
"Sciurillus pusillus",777976.004389476
"Sciurocheirus alleni",57459.6887927023
"Sciurocheirus gabonensis",241424.63247506
"Sciurotamias davidianus",1878.7909142028
"Sciurotamias forresti",3914.1477379225
"Sciurus aberti",63565.7592638614
"Sciurus aestuans",2340034.08363959
"Sciurus alleni",4227.2795569563
"Sciurus anomalus",117111.300318641
"Sciurus arizonensis",18474.7773229942
"Sciurus aureogaster",429773.42162389
"Sciurus carolinensis",1984003.20539816
"Sciurus colliaei",54954.6342404319
"Sciurus deppei",167212.391364049
"Sciurus flammifer",9550.5204805309
"Sciurus gilvigularis",995759.184527484
"Sciurus granatensis",325500.525885635
"Sciurus griseus",158601.26634062
"Sciurus ignitus",1489724.6290533
"Sciurus igniventris",1611532.90665745
"Sciurus lis",76247.5979347303
"Sciurus nayaritensis",59181.9137973882
"Sciurus niger",1260355.57161104
"Sciurus oculatus",15813.1568612069
"Sciurus pucheranii",110692.098028448
"Sciurus pyrrhinus",41176.8342029447
"Sciurus richmondi",3131.318190338
"Sciurus sanborni",313.1318190338
"Sciurus spadiceus",1815068.58902942
"Sciurus stramineus",29747.522808211
"Sciurus variegatoides",296379.266715492
"Sciurus vulgaris",4300552.40261021
"Sciurus yucatanensis",154530.55269318
"Scleronycteris ega",603248.449368616
"Scolomys melanops",72959.7138348754
"Scolomys ucayalensis",164707.336811779
"Scoteanax rueppellii",166586.127725982
"Scotinomys teguina",47126.3387645869
"Scotinomys xerampelinus",4227.2795569563
"Scotoecus albofuscus",1966154.69171323
"Scotoecus hirundo",3140712.14490901
"Scotoecus pallidus",7515.1636568112
"Scotomanes ornatus",1111774.52347951
"Scotonycteris ophiodon",110065.834390381
"Scotonycteris zenkeri",80788.0093107204
"Scotophilus collinus",24737.4137036702
"Scotophilus dinganii",5418589.56247039
"Scotophilus heathii",4898947.3087838
"Scotophilus kuhlii",4671143.91043671
"Scotophilus leucogaster",2790317.63941019
"Scotophilus marovaza",18787.909142028
"Scotophilus nigrita",1365254.73098737
"Scotophilus nux",456546.19215128
"Scotophilus robustus",175823.516387479
"Scotophilus tandrefana",11742.4432137675
"Scotophilus viridis",2746479.18474546
"Scotorepens balstoni",2600716.32298523
"Scotorepens greyii",3650803.87811507
"Scotorepens orion",142474.977660379
"Scotorepens sanborni",618748.474410789
"Scotozous dormeri",1915897.0347583
"Scutisorex somereni",314384.346309935
"Sekeetamys calurus",181773.020949121
"Selevinia betpakdalaensis",3287.8840998549
"Semnopithecus ajax",3287.8840998549
"Semnopithecus entellus",180520.493672986
"Semnopithecus hector",64192.022901929
"Semnopithecus hypoleucos",31782.8796319307
"Semnopithecus priam",57146.5569736685
"Semnopithecus schistaceus",107717.345747627
"Setifer setosus",423197.653424181
"Setonix brachyurus",15030.3273136224
"Sicista armenica",1.58153121875
"Sicista betulina",1904467.72336357
"Sicista caucasica",3287.8840998549
"Sicista caudata",163298.243626127
"Sicista concolor",204005.380100521
"Sicista kazbegica",2974.7522808211
"Sicista kluchorica",4383.8454664732
"Sicista napaea",47596.0364931376
"Sicista pseudonapaea",12212.1409423182
"Sicista severtzovi",350081.373679788
"Sicista strandi",79535.4820345852
"Sicista subtilis",297005.530353559
"Sicista tianshanica",45560.6796694179
"Sigmodon alleni",24893.9796131871
"Sigmodon alstoni",48848.5637692728
"Sigmodon arizonae",782.8295475845
"Sigmodon fulviventer",1095.9613666183
"Sigmodon hirsutus",311722.725848148
"Sigmodon hispidus",176293.214116029
"Sigmodon inopinatus",13934.3659470041
"Sigmodon leucotis",52136.4478691277
"Sigmodon mascotensis",134176.984455983
"Sigmodon ochrognathus",1409.0931856521
"Sigmodon peruanus",34131.3682746842
"Sigmodon toltecus",416935.017043505
"Sigmodontomys alfari",151555.800412359
"Simias concolor",5166.6750140577
"Sminthopsis archeri",36792.9887364715
"Sminthopsis bindi",44464.7183027996
"Sminthopsis butleri",6419.2022901929
"Sminthopsis crassicaudata",3884556.78102381
"Sminthopsis dolichura",407697.628382007
"Sminthopsis douglasi",46500.0751265193
"Sminthopsis gilberti",18318.2114134773
"Sminthopsis granulipes",5636.3727426084
"Sminthopsis griseoventer",41489.9660219785
"Sminthopsis hirtipes",1017365.28004082
"Sminthopsis leucopus",52136.4478691277
"Sminthopsis longicaudata",731789.06108199
"Sminthopsis macroura",4132870.31351761
"Sminthopsis murina",685288.985955471
"Sminthopsis ooldea",1132597.78944525
"Sminthopsis psammophila",7202.0318377774
"Sminthopsis virginiae",8297.9932043957
"Sminthopsis youngsoni",1294956.63761428
"Smutsia gigantea",3080747.40156404
"Smutsia temminckii",4950770.62483389
"Solenodon paradoxus",2974.7522808211
"Solisorex pearsoni",156.5659095169
"Solomys ponceleti",4383.8454664732
"Solomys salebrosus",4070.7136474394
"Solomys sapientis",1878.7909142028
"Sommeromys macrorhinos",1095.9613666183
"Sooretamys angouya",506021.019558621
"Sorex alaskanus",313.1318190338
"Sorex alpinus",282444.900768488
"Sorex antinorii",189444.750515449
"Sorex araneus",5577034.26290149
"Sorex arcticus",25520.2432512547
"Sorex arizonae",62313.2319877262
"Sorex asper",1878.7909142028
"Sorex bairdi",21292.9636942984
"Sorex bedfordiae",153747.723145596
"Sorex bendirii",135586.077641635
"Sorex buchariensis",46500.0751265193
"Sorex caecutiens",4195809.8091434
"Sorex camtschatica",6888.9000187436
"Sorex cinereus",4737997.55380043
"Sorex coronatus",303424.732643752
"Sorex cylindricauda",134959.814003568
"Sorex daphaenodon",1916210.16657734
"Sorex dispar",291838.855339502
"Sorex emarginatus",30530.3523557955
"Sorex excelsus",55894.0296975333
"Sorex fumeus",1147941.24857791
"Sorex gracillimus",687480.908688708
"Sorex granarius",32878.840998549
"Sorex haydeni",243616.555208296
"Sorex hosonoi",8924.2568424633
"Sorex hoyi",3266591.1361606
"Sorex isodon",3403429.74107837
"Sorex ixtlanensis",92687.0184340048
"Sorex jacksoni",3287.8840998549
"Sorex leucogaster",2348.4886427535
"Sorex longirostris",897435.793350871
"Sorex lyelli",469.6977285507
"Sorex macrodon",3131.318190338
"Sorex maritimensis",626.2636380676
"Sorex mediopua",24267.7159751195
"Sorex merriami",354934.916874812
"Sorex milleri",12212.1409423182
"Sorex minutissimus",3934814.43797873
"Sorex minutus",4127077.37486548
"Sorex mirabilis",298571.189448728
"Sorex nanus",250035.757498489
"Sorex neomexicanus",3914.1477379225
"Sorex oreopolus",3287.8840998549
"Sorex orizabae",14404.0636755548
"Sorex ornatus",37732.3841935729
"Sorex pacificus",37262.6864650222
"Sorex palustris",1946897.08484265
"Sorex planiceps",10333.3500281154
"Sorex portenkoi",85641.5525057443
"Sorex preblei",236257.957461002
"Sorex pribilofensis",116.822523382812
"Sorex raddei",2191.9227332366
"Sorex roboratus",2061033.63288047
"Sorex rohweri",16752.5523183083
"Sorex samniticus",53388.9751452629
"Sorex satunini",113979.982128303
"Sorex saussurei",54015.2387833305
"Sorex sclateri",33.50551596875
"Sorex shinto",20510.1341467139
"Sorex sinalis",1095.9613666183
"Sorex sonomae",99889.0502717822
"Sorex stizodon",20.6795095253906
"Sorex tenellus",13934.3659470041
"Sorex trowbridgii",247530.702946219
"Sorex tundrensis",2670075.02090121
"Sorex ugyunak",810541.713568991
"Sorex unguiculatus",757152.738423728
"Sorex vagrans",427894.630709688
"Sorex ventralis",62782.9297162769
"Sorex veraecrucis",77343.5593013486
"Sorex veraepacis",37262.6864650222
"Sorex volnuchini",178798.2686683
"Sorex yukonicus",36010.159188887
"Soriculus nigrescens",57772.8206117361
"Spalacopus cyanus",6732.3341092267
"Spalax arenarius",2505.0545522704
"Spalax giganteus",25989.9409798054
"Spalax graecus",12368.7068518351
"Spalax microphthalmus",73429.4115634261
"Spalax uralensis",139187.093560524
"Spalax zemni",782.8295475845
"Speothos venaticus",9891677.59736822
"Spermophilopsis leptodactylus",1062143.13016265
"Spermophilus alashanicus",50570.7887739587
"Spermophilus brevicauda",13934.3659470041
"Spermophilus citellus",302328.771277134
"Spermophilus dauricus",281505.505311386
"Spermophilus erythrogenys",2505.0545522704
"Spermophilus fulvus",284010.559863657
"Spermophilus major",81883.9706773387
